Latitude,Longitude,Altitude,Datetime,Seconds_Since_Start
39.980202,116.345398,175.0,2008-10-25 14:22:00,0.0
39.980547,116.345549,186.0,2008-10-25 14:22:05,5.0
39.980585,116.345109,10.0,2008-10-25 14:22:36,36.0
39.980624,116.345264,-4.0,2008-10-25 14:22:41,41.0
39.980873,116.345361,18.0,2008-10-25 14:22:46,46.0
39.980883,116.345385,59.0,2008-10-25 14:22:51,51.0
39.980883,116.345385,59.0,2008-10-25 14:22:54,54.0
39.980877,116.345391,70.0,2008-10-25 14:22:56,56.0
39.980866,116.345343,84.0,2008-10-25 14:23:01,61.0
39.980866,116.345343,84.0,2008-10-25 14:23:04,64.0
39.98086,116.345344,91.0,2008-10-25 14:23:06,66.0
39.980829,116.345325,99.0,2008-10-25 14:23:11,71.0
39.980807,116.345374,103.0,2008-10-25 14:23:16,76.0
39.980809,116.345421,106.0,2008-10-25 14:23:21,81.0
39.980758,116.345447,105.0,2008-10-25 14:23:26,86.0
39.966585,115.984887,492.0,2008-10-26 02:16:24,42864.0
39.966563,115.984765,492.0,2008-10-26 02:16:29,42869.0
39.966549,115.984684,490.0,2008-10-26 02:16:34,42874.0
39.966562,115.984652,499.0,2008-10-26 02:16:39,42879.0
39.966538,115.984552,510.0,2008-10-26 02:16:44,42884.0
39.966552,115.984485,522.0,2008-10-26 02:16:49,42889.0
39.96652,115.984466,510.0,2008-10-26 02:16:54,42894.0
39.96646,115.984234,609.0,2008-10-26 02:16:59,42899.0
39.966422,115.984199,609.0,2008-10-26 02:17:04,42904.0
39.966311,115.984145,606.0,2008-10-26 02:17:09,42909.0
39.966161,115.984069,600.0,2008-10-26 02:17:14,42914.0
39.965767,115.984018,735.0,2008-10-26 02:17:54,42954.0
39.965885,115.984098,569.0,2008-10-26 02:17:59,42959.0
39.965881,115.984194,483.0,2008-10-26 02:18:04,42964.0
39.965845,115.984175,475.0,2008-10-26 02:18:09,42969.0
39.965823,115.984152,484.0,2008-10-26 02:18:14,42974.0
39.965794,115.984136,493.0,2008-10-26 02:18:19,42979.0
39.965773,115.984129,505.0,2008-10-26 02:18:24,42984.0
39.965746,115.984149,516.0,2008-10-26 02:18:29,42989.0
39.965675,115.984153,503.0,2008-10-26 02:18:34,42994.0
39.965657,115.984165,511.0,2008-10-26 02:18:39,42999.0
39.965626,115.984107,530.0,2008-10-26 02:18:44,43004.0
39.965585,115.984116,521.0,2008-10-26 02:18:49,43009.0
39.965537,115.984144,519.0,2008-10-26 02:18:54,43014.0
39.96549,115.98408,531.0,2008-10-26 02:18:59,43019.0
39.965461,115.983951,599.0,2008-10-26 02:19:04,43024.0
39.965437,115.983958,607.0,2008-10-26 02:19:09,43029.0
39.965364,115.983948,599.0,2008-10-26 02:19:14,43034.0
39.965324,115.983909,590.0,2008-10-26 02:19:19,43039.0
39.965281,115.983892,594.0,2008-10-26 02:19:24,43044.0
39.965201,115.983893,588.0,2008-10-26 02:19:29,43049.0
39.965149,115.983917,568.0,2008-10-26 02:19:34,43054.0
39.965121,115.983918,555.0,2008-10-26 02:19:39,43059.0
39.965094,115.983929,543.0,2008-10-26 02:19:44,43064.0
39.965036,115.983923,529.0,2008-10-26 02:19:49,43069.0
39.965003,115.983899,522.0,2008-10-26 02:19:54,43074.0
39.964944,115.983873,532.0,2008-10-26 02:19:59,43079.0
39.964892,115.983836,529.0,2008-10-26 02:20:04,43084.0
39.964798,115.983821,526.0,2008-10-26 02:20:09,43089.0
39.964749,115.983796,515.0,2008-10-26 02:20:14,43094.0
39.964694,115.98379,505.0,2008-10-26 02:20:19,43099.0
39.964618,115.98379,497.0,2008-10-26 02:20:24,43104.0
39.964548,115.983771,490.0,2008-10-26 02:20:29,43109.0
39.964508,115.983762,477.0,2008-10-26 02:20:34,43114.0
39.964483,115.983725,475.0,2008-10-26 02:20:39,43119.0
39.964415,115.98371,477.0,2008-10-26 02:20:44,43124.0
39.964367,115.98367,472.0,2008-10-26 02:20:49,43129.0
39.964342,115.983648,470.0,2008-10-26 02:20:54,43134.0
39.964317,115.983589,469.0,2008-10-26 02:20:59,43139.0
39.9643,115.983539,472.0,2008-10-26 02:21:04,43144.0
39.964266,115.983509,470.0,2008-10-26 02:21:09,43149.0
39.964196,115.983536,477.0,2008-10-26 02:21:14,43154.0
39.964207,115.983528,478.0,2008-10-26 02:21:19,43159.0
39.964134,115.983502,480.0,2008-10-26 02:21:24,43164.0
39.964074,115.983503,478.0,2008-10-26 02:21:29,43169.0
39.96404,115.98342,479.0,2008-10-26 02:21:34,43174.0
39.963993,115.983381,492.0,2008-10-26 02:21:39,43179.0
39.963924,115.983319,510.0,2008-10-26 02:21:44,43184.0
39.963844,115.983294,527.0,2008-10-26 02:21:49,43189.0
39.963816,115.983227,536.0,2008-10-26 02:21:54,43194.0
39.963784,115.983176,545.0,2008-10-26 02:21:59,43199.0
